img_id,building_percentage
TRAIN_6557,0.039
TRAIN_6881,0.039
TRAIN_7130,0.039
TRAIN_0189,0.038
TRAIN_0190,0.038
TRAIN_0274,0.038
TRAIN_0548,0.038
TRAIN_0904,0.038
TRAIN_0998,0.038
TRAIN_1030,0.038
TRAIN_1079,0.038
TRAIN_1274,0.038
TRAIN_1334,0.038
TRAIN_1346,0.038
TRAIN_1534,0.038
TRAIN_1563,0.038
TRAIN_1869,0.038
TRAIN_1900,0.038
TRAIN_1947,0.038
TRAIN_1985,0.038
TRAIN_2064,0.038
TRAIN_2352,0.038
TRAIN_2383,0.038
TRAIN_2407,0.038
TRAIN_2490,0.038
TRAIN_2514,0.038
TRAIN_2520,0.038
TRAIN_2546,0.038
TRAIN_2575,0.038
TRAIN_2642,0.038
TRAIN_2689,0.038
TRAIN_2809,0.038
TRAIN_3071,0.038
TRAIN_3364,0.038
TRAIN_3389,0.038
TRAIN_3425,0.038
TRAIN_3474,0.038
TRAIN_3490,0.038
TRAIN_3541,0.038
TRAIN_3619,0.038
TRAIN_3648,0.038
TRAIN_3729,0.038
TRAIN_3891,0.038
TRAIN_3893,0.038
TRAIN_3934,0.038
TRAIN_4106,0.038
TRAIN_4218,0.038
TRAIN_4373,0.038
TRAIN_4450,0.038
TRAIN_4634,0.038
TRAIN_4722,0.038
TRAIN_4743,0.038
TRAIN_4744,0.038
TRAIN_4990,0.038
TRAIN_5074,0.038
TRAIN_5188,0.038
TRAIN_5226,0.038
TRAIN_5403,0.038
TRAIN_5447,0.038
TRAIN_5579,0.038
TRAIN_5595,0.038
TRAIN_5886,0.038
TRAIN_5986,0.038
TRAIN_6015,0.038
TRAIN_6139,0.038
TRAIN_6358,0.038
TRAIN_6389,0.038
TRAIN_6697,0.038
TRAIN_6756,0.038
TRAIN_6900,0.038
TRAIN_7026,0.038
TRAIN_7034,0.038
TRAIN_7056,0.038
TRAIN_7107,0.038
TRAIN_0222,0.037
TRAIN_0305,0.037
TRAIN_0337,0.037
TRAIN_0405,0.037
TRAIN_0432,0.037
TRAIN_0462,0.037
TRAIN_0639,0.037
TRAIN_0699,0.037
TRAIN_1029,0.037
TRAIN_1210,0.037
TRAIN_1232,0.037
TRAIN_1370,0.037
TRAIN_1399,0.037
TRAIN_1565,0.037
TRAIN_1633,0.037
TRAIN_1648,0.037
TRAIN_1773,0.037
TRAIN_1970,0.037
TRAIN_1977,0.037
TRAIN_2040,0.037
TRAIN_2251,0.037
TRAIN_2345,0.037
TRAIN_2412,0.037
TRAIN_2455,0.037
TRAIN_2574,0.037
TRAIN_2817,0.037
TRAIN_2927,0.037
TRAIN_3068,0.037
TRAIN_3234,0.037
TRAIN_3341,0.037
TRAIN_3445,0.037
TRAIN_3616,0.037
TRAIN_4006,0.037
TRAIN_4009,0.037
TRAIN_4076,0.037
TRAIN_4110,0.037
TRAIN_4115,0.037
TRAIN_4210,0.037
TRAIN_4505,0.037
TRAIN_4560,0.037
TRAIN_4672,0.037
TRAIN_4691,0.037
TRAIN_4723,0.037
TRAIN_4793,0.037
TRAIN_4959,0.037
TRAIN_4980,0.037
TRAIN_5130,0.037
TRAIN_5282,0.037
TRAIN_5336,0.037
TRAIN_5458,0.037
TRAIN_5611,0.037
TRAIN_5627,0.037
TRAIN_5656,0.037
TRAIN_5914,0.037
TRAIN_5941,0.037
TRAIN_5998,0.037
TRAIN_6043,0.037
TRAIN_6099,0.037
TRAIN_6203,0.037
TRAIN_6298,0.037
TRAIN_6379,0.037
TRAIN_6575,0.037
TRAIN_6631,0.037
TRAIN_6758,0.037
TRAIN_6909,0.037
TRAIN_6937,0.037
TRAIN_6992,0.037
TRAIN_0197,0.036
TRAIN_0283,0.036
TRAIN_0315,0.036
TRAIN_0381,0.036
TRAIN_0803,0.036
TRAIN_0811,0.036
TRAIN_0894,0.036
TRAIN_0917,0.036
TRAIN_1045,0.036
TRAIN_1071,0.036
TRAIN_1107,0.036
TRAIN_1174,0.036
TRAIN_1214,0.036
TRAIN_1253,0.036
TRAIN_1561,0.036
TRAIN_1937,0.036
TRAIN_2055,0.036
TRAIN_2138,0.036
TRAIN_2541,0.036
TRAIN_2916,0.036
TRAIN_2969,0.036
TRAIN_3059,0.036
TRAIN_3085,0.036
TRAIN_3136,0.036
TRAIN_3283,0.036
TRAIN_3286,0.036
TRAIN_3296,0.036
TRAIN_3324,0.036
TRAIN_3357,0.036
TRAIN_3415,0.036
TRAIN_3462,0.036
TRAIN_3713,0.036
TRAIN_3790,0.036
TRAIN_3863,0.036
TRAIN_3922,0.036
TRAIN_3943,0.036
TRAIN_3993,0.036
TRAIN_4232,0.036
TRAIN_4243,0.036
TRAIN_4246,0.036
TRAIN_4332,0.036
TRAIN_4393,0.036
TRAIN_4429,0.036
TRAIN_4483,0.036
TRAIN_4500,0.036
TRAIN_4848,0.036
TRAIN_5199,0.036
TRAIN_5513,0.036
TRAIN_5565,0.036
TRAIN_5610,0.036
TRAIN_5843,0.036
TRAIN_5916,0.036
TRAIN_6205,0.036
TRAIN_6244,0.036
TRAIN_6256,0.036
TRAIN_6304,0.036
TRAIN_6359,0.036
TRAIN_6465,0.036
TRAIN_6482,0.036
TRAIN_6538,0.036
TRAIN_7031,0.036
TRAIN_7041,0.036
TRAIN_7070,0.036
TRAIN_7098,0.036
TRAIN_0379,0.035
TRAIN_0600,0.035
TRAIN_0683,0.035
TRAIN_0777,0.035
TRAIN_0859,0.035
TRAIN_1022,0.035
TRAIN_1065,0.035
TRAIN_1076,0.035
TRAIN_1151,0.035
TRAIN_1256,0.035
TRAIN_1318,0.035
TRAIN_1368,0.035
TRAIN_1526,0.035
TRAIN_1554,0.035
TRAIN_1576,0.035
TRAIN_1644,0.035
TRAIN_1666,0.035
TRAIN_1669,0.035
TRAIN_1688,0.035
TRAIN_1994,0.035
TRAIN_2028,0.035
TRAIN_2066,0.035
TRAIN_2141,0.035
TRAIN_2179,0.035
TRAIN_2212,0.035
TRAIN_2222,0.035
TRAIN_2238,0.035
TRAIN_2243,0.035
TRAIN_2270,0.035
TRAIN_2456,0.035
TRAIN_2649,0.035
TRAIN_2803,0.035
TRAIN_2881,0.035
TRAIN_2961,0.035
TRAIN_3080,0.035
TRAIN_3097,0.035
TRAIN_3391,0.035
TRAIN_3535,0.035
TRAIN_3634,0.035
TRAIN_3797,0.035
TRAIN_4061,0.035
TRAIN_4205,0.035
TRAIN_4351,0.035
TRAIN_4526,0.035
TRAIN_4872,0.035
TRAIN_4930,0.035
TRAIN_5010,0.035
TRAIN_5108,0.035
TRAIN_5196,0.035
TRAIN_5304,0.035
TRAIN_5575,0.035
TRAIN_5698,0.035
TRAIN_5781,0.035
TRAIN_5954,0.035
TRAIN_5972,0.035
TRAIN_6023,0.035
TRAIN_6174,0.035
TRAIN_6286,0.035
TRAIN_6373,0.035
TRAIN_6625,0.035
TRAIN_6637,0.035
TRAIN_6705,0.035
TRAIN_6883,0.035
TRAIN_7028,0.035
TRAIN_7042,0.035
TRAIN_7059,0.035
TRAIN_0120,0.034
TRAIN_0128,0.034
TRAIN_0202,0.034
TRAIN_0370,0.034
TRAIN_0554,0.034
TRAIN_0833,0.034
TRAIN_0882,0.034
TRAIN_1149,0.034
TRAIN_1208,0.034
TRAIN_1258,0.034
TRAIN_1411,0.034
TRAIN_1503,0.034
TRAIN_1578,0.034
TRAIN_1733,0.034
TRAIN_1747,0.034
TRAIN_1979,0.034
TRAIN_2283,0.034
TRAIN_2480,0.034
TRAIN_2521,0.034
TRAIN_2593,0.034
TRAIN_3189,0.034
TRAIN_3242,0.034
TRAIN_3666,0.034
TRAIN_3786,0.034
TRAIN_3870,0.034
TRAIN_3935,0.034
TRAIN_4385,0.034
TRAIN_4413,0.034
TRAIN_4464,0.034
TRAIN_4493,0.034
TRAIN_4498,0.034
TRAIN_4576,0.034
TRAIN_4580,0.034
TRAIN_4593,0.034
TRAIN_4607,0.034
TRAIN_4724,0.034
TRAIN_4780,0.034
TRAIN_4843,0.034
TRAIN_4850,0.034
TRAIN_4960,0.034
TRAIN_5271,0.034
TRAIN_5377,0.034
TRAIN_5425,0.034
TRAIN_5453,0.034
TRAIN_5639,0.034
TRAIN_5650,0.034
TRAIN_5752,0.034
TRAIN_5923,0.034
TRAIN_6290,0.034
TRAIN_6292,0.034
TRAIN_6401,0.034
TRAIN_6440,0.034
TRAIN_6797,0.034
TRAIN_6959,0.034
TRAIN_6961,0.034
TRAIN_7051,0.034
TRAIN_0053,0.033
TRAIN_0075,0.033
TRAIN_0086,0.033
TRAIN_0109,0.033
TRAIN_0236,0.033
TRAIN_0244,0.033
TRAIN_0246,0.033
TRAIN_0279,0.033
TRAIN_0285,0.033
TRAIN_0380,0.033
TRAIN_0418,0.033
TRAIN_0451,0.033
TRAIN_0522,0.033
TRAIN_0536,0.033
TRAIN_0727,0.033
TRAIN_0765,0.033
TRAIN_0766,0.033
TRAIN_0971,0.033
TRAIN_1088,0.033
TRAIN_1105,0.033
TRAIN_1172,0.033
TRAIN_1428,0.033
TRAIN_1433,0.033
TRAIN_1621,0.033
TRAIN_1661,0.033
TRAIN_1799,0.033
TRAIN_1804,0.033
TRAIN_1966,0.033
TRAIN_2005,0.033
TRAIN_2113,0.033
TRAIN_2152,0.033
TRAIN_2207,0.033
TRAIN_2218,0.033
TRAIN_2450,0.033
TRAIN_2616,0.033
TRAIN_2644,0.033
TRAIN_2660,0.033
TRAIN_2665,0.033
TRAIN_2882,0.033
TRAIN_3203,0.033
TRAIN_3331,0.033
TRAIN_3409,0.033
TRAIN_3597,0.033
TRAIN_3668,0.033
TRAIN_3842,0.033
TRAIN_3844,0.033
TRAIN_3940,0.033
TRAIN_3961,0.033
TRAIN_4382,0.033
TRAIN_4395,0.033
TRAIN_4426,0.033
TRAIN_4618,0.033
TRAIN_4641,0.033
TRAIN_4660,0.033
TRAIN_4769,0.033
TRAIN_5023,0.033
TRAIN_5152,0.033
TRAIN_5236,0.033
TRAIN_5439,0.033
TRAIN_5594,0.033
TRAIN_5628,0.033
TRAIN_5668,0.033
TRAIN_5673,0.033
TRAIN_5753,0.033
TRAIN_5760,0.033
TRAIN_5845,0.033
TRAIN_5847,0.033
TRAIN_5905,0.033
TRAIN_6018,0.033
TRAIN_6092,0.033
TRAIN_6102,0.033
TRAIN_6222,0.033
TRAIN_6273,0.033
TRAIN_6301,0.033
TRAIN_6423,0.033
TRAIN_6514,0.033
TRAIN_6551,0.033
TRAIN_6744,0.033
TRAIN_6898,0.033
TRAIN_6926,0.033
TRAIN_6958,0.033
TRAIN_6981,0.033
TRAIN_0012,0.032
TRAIN_0022,0.032
TRAIN_0060,0.032
TRAIN_0456,0.032
TRAIN_0510,0.032
TRAIN_0724,0.032
TRAIN_0956,0.032
TRAIN_1043,0.032
TRAIN_1054,0.032
TRAIN_1460,0.032
TRAIN_1547,0.032
TRAIN_1675,0.032
TRAIN_1784,0.032
TRAIN_1993,0.032
TRAIN_2051,0.032
TRAIN_2089,0.032
TRAIN_2420,0.032
TRAIN_2552,0.032
TRAIN_2723,0.032
TRAIN_2732,0.032
TRAIN_2738,0.032
TRAIN_2837,0.032
TRAIN_2989,0.032
TRAIN_3125,0.032
TRAIN_3142,0.032
TRAIN_3348,0.032
TRAIN_3437,0.032
TRAIN_3441,0.032
TRAIN_3650,0.032
TRAIN_3698,0.032
TRAIN_3806,0.032
TRAIN_4051,0.032
TRAIN_4273,0.032
TRAIN_4274,0.032
TRAIN_4325,0.032
TRAIN_4352,0.032
TRAIN_4380,0.032
TRAIN_4544,0.032
TRAIN_4853,0.032
TRAIN_4927,0.032
TRAIN_4997,0.032
TRAIN_5018,0.032
TRAIN_5156,0.032
TRAIN_5161,0.032
TRAIN_5218,0.032
TRAIN_5361,0.032
TRAIN_5383,0.032
TRAIN_5442,0.032
TRAIN_5588,0.032
TRAIN_5715,0.032
TRAIN_5749,0.032
TRAIN_5828,0.032
TRAIN_5878,0.032
TRAIN_5891,0.032
TRAIN_5911,0.032
TRAIN_5980,0.032
TRAIN_6026,0.032
TRAIN_6095,0.032
TRAIN_6336,0.032
TRAIN_6343,0.032
TRAIN_6648,0.032
TRAIN_6671,0.032
TRAIN_6683,0.032
TRAIN_6774,0.032
TRAIN_6845,0.032
TRAIN_6970,0.032
TRAIN_7080,0.032
TRAIN_7091,0.032
TRAIN_0081,0.031
TRAIN_0110,0.031
TRAIN_0203,0.031
TRAIN_0284,0.031
TRAIN_0480,0.031
TRAIN_0514,0.031
TRAIN_0694,0.031
TRAIN_0781,0.031
TRAIN_0820,0.031
TRAIN_1017,0.031
TRAIN_1077,0.031
TRAIN_1296,0.031
TRAIN_1384,0.031
TRAIN_1389,0.031
TRAIN_1424,0.031
TRAIN_1485,0.031
TRAIN_1540,0.031
TRAIN_1728,0.031
TRAIN_1907,0.031
TRAIN_1911,0.031
TRAIN_2119,0.031
TRAIN_2197,0.031
TRAIN_2249,0.031
TRAIN_2310,0.031
TRAIN_2362,0.031
TRAIN_2379,0.031
TRAIN_2390,0.031
TRAIN_2764,0.031
TRAIN_2845,0.031
TRAIN_2939,0.031
TRAIN_3019,0.031
TRAIN_3435,0.031
TRAIN_3690,0.031
TRAIN_3708,0.031
TRAIN_3719,0.031
TRAIN_3793,0.031
TRAIN_4063,0.031
TRAIN_4118,0.031
TRAIN_4135,0.031
TRAIN_4302,0.031
TRAIN_4328,0.031
TRAIN_4391,0.031
TRAIN_4477,0.031
TRAIN_4671,0.031
TRAIN_4929,0.031
TRAIN_5169,0.031
TRAIN_5332,0.031
TRAIN_5526,0.031
TRAIN_5547,0.031
TRAIN_5570,0.031
TRAIN_6000,0.031
TRAIN_6151,0.031
TRAIN_6175,0.031
TRAIN_6410,0.031
TRAIN_6430,0.031
TRAIN_6445,0.031
TRAIN_6468,0.031
TRAIN_6547,0.031
TRAIN_6579,0.031
TRAIN_6767,0.031
TRAIN_6982,0.031
TRAIN_7101,0.031
TRAIN_0059,0.03
TRAIN_0073,0.03
TRAIN_0291,0.03
TRAIN_0293,0.03
TRAIN_0351,0.03
TRAIN_0378,0.03
TRAIN_0424,0.03
TRAIN_0435,0.03
TRAIN_0484,0.03
TRAIN_0725,0.03
TRAIN_0954,0.03
TRAIN_1013,0.03
TRAIN_1156,0.03
TRAIN_1255,0.03
TRAIN_1324,0.03
TRAIN_1624,0.03
TRAIN_1702,0.03
TRAIN_1725,0.03
TRAIN_1821,0.03
TRAIN_1952,0.03
TRAIN_2004,0.03
TRAIN_2068,0.03
TRAIN_2168,0.03
TRAIN_2423,0.03
TRAIN_2547,0.03
TRAIN_2608,0.03
TRAIN_2629,0.03
TRAIN_2630,0.03
TRAIN_2705,0.03
TRAIN_2741,0.03
TRAIN_2980,0.03
TRAIN_2983,0.03
TRAIN_3132,0.03
TRAIN_3251,0.03
TRAIN_3264,0.03
TRAIN_3416,0.03
TRAIN_3442,0.03
TRAIN_3446,0.03
TRAIN_3522,0.03
TRAIN_3621,0.03
TRAIN_3623,0.03
TRAIN_3626,0.03
TRAIN_3669,0.03
TRAIN_3913,0.03
TRAIN_3918,0.03
TRAIN_3938,0.03
TRAIN_3980,0.03
TRAIN_4059,0.03
TRAIN_4097,0.03
TRAIN_4251,0.03
TRAIN_4535,0.03
TRAIN_4558,0.03
TRAIN_4616,0.03
TRAIN_4662,0.03
TRAIN_4802,0.03
TRAIN_4821,0.03
TRAIN_4836,0.03
TRAIN_5039,0.03
TRAIN_5105,0.03
TRAIN_5170,0.03
TRAIN_5178,0.03
TRAIN_5189,0.03
TRAIN_5241,0.03
TRAIN_5370,0.03
TRAIN_5414,0.03
TRAIN_5490,0.03
TRAIN_5631,0.03
TRAIN_5647,0.03
TRAIN_5920,0.03
TRAIN_5944,0.03
TRAIN_5963,0.03
TRAIN_6291,0.03
TRAIN_6499,0.03
TRAIN_6574,0.03
TRAIN_6655,0.03
TRAIN_6998,0.03
TRAIN_0033,0.029
TRAIN_0050,0.029
TRAIN_0057,0.029
TRAIN_0200,0.029
TRAIN_0221,0.029
TRAIN_0242,0.029
TRAIN_0455,0.029
TRAIN_0463,0.029
TRAIN_0599,0.029
TRAIN_0747,0.029
TRAIN_0873,0.029
TRAIN_0881,0.029
TRAIN_0945,0.029
TRAIN_0975,0.029
TRAIN_1089,0.029
TRAIN_1163,0.029
TRAIN_1221,0.029
TRAIN_1286,0.029
TRAIN_1574,0.029
TRAIN_1602,0.029
TRAIN_1649,0.029
TRAIN_1656,0.029
TRAIN_1714,0.029
TRAIN_1715,0.029
TRAIN_1730,0.029
TRAIN_1826,0.029
TRAIN_1854,0.029
TRAIN_2111,0.029
TRAIN_2175,0.029
TRAIN_2182,0.029
TRAIN_2301,0.029
TRAIN_2465,0.029
TRAIN_2505,0.029
TRAIN_2539,0.029
TRAIN_2666,0.029
TRAIN_2669,0.029
TRAIN_2672,0.029
TRAIN_2901,0.029
TRAIN_2929,0.029
TRAIN_3122,0.029
TRAIN_3210,0.029
TRAIN_3278,0.029
TRAIN_3307,0.029
TRAIN_3345,0.029
TRAIN_3351,0.029
TRAIN_3398,0.029
TRAIN_3633,0.029
TRAIN_3739,0.029
TRAIN_3887,0.029
TRAIN_3975,0.029
TRAIN_4123,0.029
TRAIN_4181,0.029
TRAIN_4216,0.029
TRAIN_4468,0.029
TRAIN_4587,0.029
TRAIN_4604,0.029
TRAIN_4901,0.029
TRAIN_4902,0.029
TRAIN_5038,0.029
TRAIN_5051,0.029
TRAIN_5064,0.029
TRAIN_5159,0.029
TRAIN_5162,0.029
TRAIN_5164,0.029
TRAIN_5230,0.029
TRAIN_5363,0.029
TRAIN_5387,0.029
TRAIN_5463,0.029
TRAIN_5472,0.029
TRAIN_5593,0.029
TRAIN_5636,0.029
TRAIN_5811,0.029
TRAIN_5888,0.029
TRAIN_6266,0.029
TRAIN_6437,0.029
TRAIN_6467,0.029
TRAIN_6536,0.029
TRAIN_6701,0.029
TRAIN_6828,0.029
TRAIN_6864,0.029
TRAIN_6891,0.029
TRAIN_6976,0.029
TRAIN_7081,0.029
TRAIN_0041,0.028
TRAIN_0138,0.028
TRAIN_0201,0.028
TRAIN_0330,0.028
TRAIN_0363,0.028
TRAIN_0415,0.028
TRAIN_0423,0.028
TRAIN_0440,0.028
TRAIN_0452,0.028
TRAIN_0553,0.028
TRAIN_0660,0.028
TRAIN_0669,0.028
TRAIN_0681,0.028
TRAIN_1288,0.028
TRAIN_1535,0.028
TRAIN_1555,0.028
TRAIN_1693,0.028
TRAIN_1777,0.028
TRAIN_1920,0.028
TRAIN_1946,0.028
TRAIN_1954,0.028
TRAIN_2001,0.028
TRAIN_2025,0.028
TRAIN_2176,0.028
TRAIN_2213,0.028
TRAIN_2286,0.028
TRAIN_2292,0.028
TRAIN_2296,0.028
TRAIN_2527,0.028
TRAIN_2686,0.028
TRAIN_2787,0.028
TRAIN_2956,0.028
TRAIN_2991,0.028
TRAIN_3098,0.028
TRAIN_3104,0.028
TRAIN_3140,0.028
TRAIN_3195,0.028
TRAIN_3644,0.028
TRAIN_3847,0.028
TRAIN_3871,0.028
TRAIN_3906,0.028
TRAIN_3951,0.028
TRAIN_4091,0.028
TRAIN_4158,0.028
TRAIN_4202,0.028
TRAIN_4314,0.028
TRAIN_4401,0.028
TRAIN_4411,0.028
TRAIN_4465,0.028
TRAIN_4467,0.028
TRAIN_4504,0.028
TRAIN_4584,0.028
TRAIN_4585,0.028
TRAIN_4700,0.028
TRAIN_4845,0.028
TRAIN_5032,0.028
TRAIN_5180,0.028
TRAIN_5557,0.028
TRAIN_5601,0.028
TRAIN_5634,0.028
TRAIN_5875,0.028
TRAIN_5893,0.028
TRAIN_5952,0.028
TRAIN_6006,0.028
TRAIN_6183,0.028
TRAIN_6288,0.028
TRAIN_6307,0.028
TRAIN_6383,0.028
TRAIN_6457,0.028
TRAIN_6751,0.028
TRAIN_6903,0.028
TRAIN_6934,0.028
TRAIN_6947,0.028
TRAIN_7125,0.028
TRAIN_0303,0.027
TRAIN_0320,0.027
TRAIN_0349,0.027
TRAIN_0369,0.027
TRAIN_0504,0.027
TRAIN_0633,0.027
TRAIN_0672,0.027
TRAIN_1044,0.027
TRAIN_1129,0.027
TRAIN_1183,0.027
TRAIN_1262,0.027
TRAIN_1337,0.027
TRAIN_1341,0.027
TRAIN_1466,0.027
TRAIN_1473,0.027
TRAIN_1499,0.027
TRAIN_1543,0.027
TRAIN_1609,0.027
TRAIN_1686,0.027
TRAIN_1701,0.027
TRAIN_1745,0.027
TRAIN_1818,0.027
TRAIN_1967,0.027
TRAIN_2072,0.027
TRAIN_2200,0.027
TRAIN_2366,0.027
TRAIN_2513,0.027
TRAIN_2536,0.027
TRAIN_2567,0.027
TRAIN_2591,0.027
TRAIN_2677,0.027
TRAIN_2765,0.027
TRAIN_2774,0.027
TRAIN_2799,0.027
TRAIN_2800,0.027
TRAIN_2997,0.027
TRAIN_3134,0.027
TRAIN_3257,0.027
TRAIN_3365,0.027
TRAIN_3422,0.027
TRAIN_3599,0.027
TRAIN_3838,0.027
TRAIN_3967,0.027
TRAIN_4011,0.027
TRAIN_4050,0.027
TRAIN_4074,0.027
TRAIN_4140,0.027
TRAIN_4143,0.027
TRAIN_4265,0.027
TRAIN_4301,0.027
TRAIN_4417,0.027
TRAIN_4455,0.027
TRAIN_4528,0.027
TRAIN_4608,0.027
TRAIN_4861,0.027
TRAIN_4923,0.027
TRAIN_4948,0.027
TRAIN_4952,0.027
TRAIN_5034,0.027
TRAIN_5146,0.027
TRAIN_5158,0.027
TRAIN_5222,0.027
TRAIN_5346,0.027
TRAIN_5399,0.027
TRAIN_5499,0.027
TRAIN_5524,0.027
TRAIN_5534,0.027
TRAIN_5603,0.027
TRAIN_5731,0.027
TRAIN_5733,0.027
TRAIN_5748,0.027
TRAIN_5806,0.027
TRAIN_5839,0.027
TRAIN_6245,0.027
TRAIN_6513,0.027
TRAIN_6665,0.027
TRAIN_6668,0.027
TRAIN_6817,0.027
TRAIN_6831,0.027
TRAIN_6833,0.027
TRAIN_6885,0.027
TRAIN_6921,0.027
TRAIN_6938,0.027
TRAIN_6939,0.027
TRAIN_6941,0.027
TRAIN_6980,0.027
TRAIN_7024,0.027
TRAIN_0002,0.026
TRAIN_0266,0.026
TRAIN_0280,0.026
TRAIN_0289,0.026
TRAIN_0448,0.026
TRAIN_0509,0.026
TRAIN_0609,0.026
TRAIN_1000,0.026
TRAIN_1026,0.026
TRAIN_1124,0.026
TRAIN_1269,0.026
TRAIN_1340,0.026
TRAIN_1343,0.026
TRAIN_1413,0.026
TRAIN_1414,0.026
TRAIN_1620,0.026
TRAIN_1635,0.026
TRAIN_1696,0.026
TRAIN_1717,0.026
TRAIN_1727,0.026
TRAIN_1780,0.026
TRAIN_1884,0.026
TRAIN_2008,0.026
TRAIN_2023,0.026
TRAIN_2216,0.026
TRAIN_2217,0.026
TRAIN_2240,0.026
TRAIN_2291,0.026
TRAIN_2338,0.026
TRAIN_2573,0.026
TRAIN_2601,0.026
TRAIN_2690,0.026
TRAIN_2706,0.026
TRAIN_2870,0.026
TRAIN_2926,0.026
TRAIN_2949,0.026
TRAIN_3004,0.026
TRAIN_3054,0.026
TRAIN_3139,0.026
TRAIN_3272,0.026
TRAIN_3333,0.026
TRAIN_3373,0.026
TRAIN_3410,0.026
TRAIN_3561,0.026
TRAIN_3577,0.026
TRAIN_3681,0.026
TRAIN_3702,0.026
TRAIN_3704,0.026
TRAIN_3933,0.026
TRAIN_3977,0.026
TRAIN_4003,0.026
TRAIN_4284,0.026
TRAIN_4520,0.026
TRAIN_4570,0.026
TRAIN_4702,0.026
TRAIN_4721,0.026
TRAIN_4730,0.026
TRAIN_4855,0.026
TRAIN_4898,0.026
TRAIN_4968,0.026
TRAIN_5184,0.026
TRAIN_5204,0.026
TRAIN_5208,0.026
TRAIN_5227,0.026
TRAIN_5246,0.026
TRAIN_5292,0.026
TRAIN_5531,0.026
TRAIN_5635,0.026
TRAIN_5657,0.026
TRAIN_5754,0.026
TRAIN_5866,0.026
TRAIN_6077,0.026
TRAIN_6080,0.026
TRAIN_6089,0.026
TRAIN_6124,0.026
TRAIN_6466,0.026
TRAIN_6669,0.026
TRAIN_6724,0.026
TRAIN_6857,0.026
TRAIN_6879,0.026
TRAIN_6884,0.026
TRAIN_6913,0.026
TRAIN_6966,0.026
TRAIN_7029,0.026
TRAIN_0006,0.025
TRAIN_0111,0.025
TRAIN_0174,0.025
TRAIN_0188,0.025
TRAIN_0262,0.025
TRAIN_0265,0.025
TRAIN_0342,0.025
TRAIN_0374,0.025
TRAIN_0438,0.025
TRAIN_0485,0.025
TRAIN_0525,0.025
TRAIN_0576,0.025
TRAIN_0668,0.025
TRAIN_0925,0.025
TRAIN_0961,0.025
TRAIN_1001,0.025
TRAIN_1132,0.025
TRAIN_1182,0.025
TRAIN_1188,0.025
TRAIN_1198,0.025
TRAIN_1309,0.025
TRAIN_1420,0.025
TRAIN_1513,0.025
TRAIN_1897,0.025
TRAIN_1913,0.025
TRAIN_1924,0.025
TRAIN_2002,0.025
TRAIN_2024,0.025
TRAIN_2029,0.025
TRAIN_2082,0.025
TRAIN_2315,0.025
TRAIN_2482,0.025
TRAIN_2645,0.025
TRAIN_2790,0.025
TRAIN_2978,0.025
TRAIN_3038,0.025
TRAIN_3091,0.025
TRAIN_3093,0.025
TRAIN_3105,0.025
TRAIN_3176,0.025
TRAIN_3180,0.025
TRAIN_3205,0.025
TRAIN_3274,0.025
TRAIN_3279,0.025
TRAIN_3393,0.025
TRAIN_3554,0.025
TRAIN_3632,0.025
TRAIN_3952,0.025
TRAIN_4020,0.025
TRAIN_4172,0.025
TRAIN_4178,0.025
TRAIN_4204,0.025
TRAIN_4341,0.025
TRAIN_4345,0.025
TRAIN_4484,0.025
TRAIN_4519,0.025
TRAIN_4735,0.025
TRAIN_4791,0.025
TRAIN_4819,0.025
TRAIN_4860,0.025
TRAIN_4876,0.025
TRAIN_4942,0.025
TRAIN_5210,0.025
TRAIN_5437,0.025
TRAIN_5483,0.025
TRAIN_5536,0.025
TRAIN_5538,0.025
TRAIN_5677,0.025
TRAIN_5701,0.025
TRAIN_5726,0.025
TRAIN_5779,0.025
TRAIN_5907,0.025
TRAIN_5951,0.025
TRAIN_5982,0.025
TRAIN_6045,0.025
TRAIN_6200,0.025
TRAIN_6230,0.025
TRAIN_6329,0.025
TRAIN_6370,0.025
TRAIN_6421,0.025
TRAIN_6719,0.025
TRAIN_6768,0.025
TRAIN_6820,0.025
TRAIN_7004,0.025
TRAIN_0098,0.024
TRAIN_0250,0.024
TRAIN_0271,0.024
TRAIN_0282,0.024
TRAIN_0362,0.024
TRAIN_0394,0.024
TRAIN_0395,0.024
TRAIN_0421,0.024
TRAIN_0496,0.024
TRAIN_0556,0.024
TRAIN_0606,0.024
TRAIN_0733,0.024
TRAIN_0745,0.024
TRAIN_0944,0.024
TRAIN_0958,0.024
TRAIN_0964,0.024
TRAIN_1080,0.024
TRAIN_1104,0.024
TRAIN_1247,0.024
TRAIN_1383,0.024
TRAIN_1544,0.024
TRAIN_1570,0.024
TRAIN_1631,0.024
TRAIN_1822,0.024
TRAIN_1995,0.024
TRAIN_2014,0.024
TRAIN_2049,0.024
TRAIN_2075,0.024
TRAIN_2343,0.024
TRAIN_2402,0.024
TRAIN_2477,0.024
TRAIN_2545,0.024
TRAIN_2729,0.024
TRAIN_2770,0.024
TRAIN_2975,0.024
TRAIN_3047,0.024
TRAIN_3078,0.024
TRAIN_3175,0.024
TRAIN_3311,0.024
TRAIN_3572,0.024
TRAIN_3677,0.024
TRAIN_4035,0.024
TRAIN_4095,0.024
TRAIN_4131,0.024
TRAIN_4165,0.024
TRAIN_4169,0.024
TRAIN_4326,0.024
TRAIN_4340,0.024
TRAIN_4406,0.024
